fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality
10.7,0.46,0.39,2,0.061,7,15,0.9981,3.18,0.62,9.5,5
6.4,0.3,0.33,5.2,0.05,30,137,0.99304,3.26,0.58,11.1,5
6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,5
6.5,0.26,0.34,16.3,0.051,56,197,1.0004,3.49,0.42,9.8,5
10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5
7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6
6.2,0.45,0.2,1.6,0.069,3,15,0.9958,3.41,0.56,9.2,5
8.3,0.54,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,5
7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6
8.3,0.675,0.26,2.1,0.084,11,43,0.9976,3.31,0.53,9.2,4
8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,5
5.6,0.21,0.4,1.3,0.041,81,147,0.9901,3.22,0.95,11.6,8
6.4,0.31,0.09,1.4,0.066,15,28,0.99459,3.42,0.7,10,7
7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,8
8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7
11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5
7.4,0.2,0.33,1.9,0.035,39,138,0.991,3.17,0.44,11.7,7
7.9,0.33,0.23,1.7,0.077,18,45,0.99625,3.29,0.65,9.3,5
7.5,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6,5
7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11,5
7.9,0.44,0.37,5.85,0.033,27,93,0.992,3.16,0.54,12.6,7
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5
4.8,0.65,0.12,1.1,0.013,4,10,0.99246,3.32,0.36,13.5,4
6.6,0.26,0.29,1.4,0.039,13,67,0.9915,3.05,0.49,10.9,6
6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5
8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5
7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,6
6.3,0.24,0.37,1.8,0.031,6,61,0.9897,3.3,0.34,12.2,4
7,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,6
7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,6
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6
5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5,8
8.9,0.43,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,6
7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,5
6.7,0.24,0.41,9.4,0.04,49,166,0.9954,3.12,0.61,9.9,6
6.6,0.2,0.32,1.1,0.039,25,78,0.9926,3.39,0.54,10.2,7
5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9,7
5.3,0.3,0.16,4.2,0.029,37,100,0.9905,3.3,0.36,11.8,8
6.1,0.25,0.24,12.1,0.046,51,172,0.998,3.35,0.45,9.5,5
7.4,0.45,0.32,7.1,0.044,17,117,0.9962,3.32,0.41,10.4,4
7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,5
6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3,6
7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,5
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6
8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,5
8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,7
7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,7
7.1,0.14,0.4,1.2,0.051,55,136,0.9932,3.3,0.96,9.8,7
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7
7.1,0.36,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4,5
6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,6
5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,5
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6
11.9,0.57,0.5,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,6
7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11,6
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7
7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5,6
6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,6
7.8,0.53,0.04,1.7,0.076,17,31,0.9964,3.33,0.56,10,6
7.5,0.17,0.32,1.7,0.04,51,148,0.9916,3.21,0.44,11.5,7
7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6
7.3,0.34,0.3,1.3,0.057,25,173,0.9948,3.26,0.51,9.1,6
11.6,0.44,0.64,2.1,0.059,5,15,0.998,3.21,0.67,10.2,6
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6
6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8,5
10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,8
6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,5
6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6
7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7
9.5,0.86,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10,5
10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,6
6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6
9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5
9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,5
6.7,0.22,0.39,10.2,0.038,60,149,0.99725,3.17,0.54,10,7
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6
7.6,0.39,0.31,2.3,0.082,23,71,0.9982,3.52,0.65,9.7,5
10,0.2,0.39,1.4,0.05,19,152,0.994,3,0.42,10.4,6
7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,6
6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,6
8.2,0.5,0.35,2.9,0.077,21,127,0.9976,3.23,0.62,9.4,5
6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6
7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,6
7.5,0.14,0.74,1.6,0.035,21,126,0.9933,3.26,0.45,10.2,6
7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,6
8.5,0.28,0.56,1.8,0.092,35,103,0.9969,3.3,0.75,10.5,7
8.6,0.45,0.31,2.6,0.086,21,50,0.9982,3.37,0.91,9.9,6
6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,7
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6
6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6
6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7
8.1,0.825,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,6
10,0.29,0.4,2.9,0.098,10,26,1.0006,3.48,0.91,9.7,5
9,0.38,0.41,2.4,0.103,6,10,0.99604,3.13,0.58,11.9,7
6.8,0.785,0,2.4,0.104,14,30,0.9966,3.52,0.55,10.7,6
6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,8
7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6
9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,6
7.3,0.42,0.38,6.8,0.045,29,122,0.9925,3.19,0.37,12.6,7
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5
6.5,0.36,0.28,3.2,0.037,29,119,0.9908,3.25,0.65,12.4,8
8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,6
6.1,0.24,0.32,9,0.031,41,134,0.99234,3.25,0.26,12.3,7
7.8,0.645,0,2,0.082,8,16,0.9964,3.38,0.59,9.8,6
10.6,0.48,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,6
6.6,0.815,0.02,2.7,0.072,17,34,0.9955,3.58,0.89,12.3,7
7.4,0.3,0.3,5.2,0.053,45,163,0.9941,3.12,0.45,10.3,6
8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7
7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,5
5.3,0.4,0.25,3.9,0.031,45,130,0.99072,3.31,0.58,11.75,7
6.7,0.39,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5,5
5.9,0.32,0.28,4.7,0.039,34,94,0.98964,3.22,0.57,13.1,7
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,5
8.9,0.635,0.37,1.7,0.263,5,62,0.9971,3,1.09,9.3,5
8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5
8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6
8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5
7.3,0.3,0.33,2.3,0.043,28,125,0.99084,3.34,0.44,12.6,7
7.4,0.3,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4,7
6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,5
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6
8.9,0.59,0.5,2,0.337,27,81,0.9964,3.04,1.61,9.5,6
7.1,0.34,0.15,1.2,0.053,61,183,0.9936,3.09,0.43,9.2,5
8,0.23,0.41,1.1,0.048,35,150,0.99168,3.09,0.47,11.2,5
8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,6
6.5,0.23,0.2,7.5,0.05,44,179,0.99504,3.18,0.48,9.533333333,5
6.6,0.8,0.03,7.8,0.079,6,12,0.9963,3.52,0.5,12.2,5
8.8,0.46,0.45,2.6,0.065,7,18,0.9947,3.32,0.79,14,6
6.4,0.28,0.28,3,0.04,19,98,0.99216,3.25,0.47,11.1,6
7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5
7,0.5,0.25,2,0.07,3,22,0.9963,3.25,0.63,9.2,5
6.4,0.22,0.32,12,0.066,57,158,0.9992,3.6,0.43,9,6
5.8,0.3,0.42,1.1,0.036,19,113,0.98871,3.1,0.46,12.6,7
8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8
6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5
6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,8
6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5
6.6,0.31,0.28,1.4,0.035,28,107,0.98836,3,0.4,13.2,6
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7
10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,7
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5
7.7,0.58,0.1,1.8,0.102,28,109,0.99565,3.08,0.49,9.8,6
14,0.41,0.63,3.8,0.089,6,47,1.0014,3.01,0.81,10.8,6
9.6,0.5,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9,5
9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5
8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,5
7.4,0.39,0.48,2,0.082,14,67,0.9972,3.34,0.55,9.2,5
6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,7
6.8,0.22,0.37,15.2,0.051,68,178,0.99935,3.4,0.85,9.3,6
6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3,5
5.6,0.42,0.34,2.4,0.022,34,97,0.98915,3.22,0.38,12.8,7
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
7.7,0.51,0.28,2.1,0.087,23,54,0.998,3.42,0.74,9.2,5
6.3,0.27,0.46,11.75,0.037,61,212,0.9971,3.25,0.53,9.5,6
6.1,0.28,0.35,12.8,0.048,63,229,0.9975,3.08,0.4,8.9,5
6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,6
8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,7
7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,6
7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3,5
6.9,0.49,0.24,1.2,0.049,13,125,0.9932,3.17,0.51,9.4,5
6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,5
7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,5
8.8,0.19,0.3,5,0.028,34,120,0.99242,2.94,0.47,11.2,5
7.7,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1,6
6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,5
12.1,0.4,0.52,2,0.092,15,54,1,3.03,0.66,10.2,5
8.2,0.57,0.26,2.2,0.06,28,65,0.9959,3.3,0.43,10.1,5
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7
12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5
5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,7
6.4,0.15,0.4,1.3,0.053,61,146,0.99112,3.17,0.68,11,6
10,0.35,0.47,2,0.061,6,11,0.99585,3.23,0.52,12,6
6.3,0.16,0.4,1.6,0.033,59,148,0.9914,3.44,0.53,11.4,5
6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,6
6.4,0.16,0.22,1.4,0.04,41,149,0.9933,3.49,0.58,10,6
6.1,0.4,0.18,9,0.051,28.5,259,0.9964,3.19,0.5,8.8,5
6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6
5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,8
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
9.4,0.4,0.31,2.2,0.09,13,62,0.9966,3.07,0.63,10.5,6
9.6,0.32,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3,7
15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6
7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,7
5.8,0.29,0.27,1.6,0.062,17,140,0.99138,3.23,0.35,11.1,6
7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,6
7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,7
8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5
6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,6
11,0.26,0.68,2.55,0.085,10,25,0.997,3.18,0.61,11.8,5
6.3,0.55,0.45,13,0.047,33,182,0.9974,3.2,0.46,9.2,6
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6
7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,5
7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,5
5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5
8,0.71,0,2.6,0.08,11,34,0.9976,3.44,0.53,9.5,5
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,7
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,5
8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6,7
8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,6
7.1,0.68,0,2.2,0.073,12,22,0.9969,3.48,0.5,9.3,5
7.4,0.55,0.22,2.2,0.106,12,72,0.9959,3.05,0.63,9.2,5
11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6
6.5,0.29,0.25,10.6,0.039,32,120,0.9962,3.31,0.34,10.1,6
7.9,0.42,0.49,8.2,0.056,32,164,0.9965,3.29,0.6,11.2,7
7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5
7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,5
10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,6
5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,5
7.4,0.17,0.29,1.4,0.047,23,107,0.9939,3.52,0.65,10.4,6
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8
6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,5
7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,5
6.4,0.28,0.17,8.3,0.042,61,195,0.99577,3.22,0.46,9.4,5
7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2,5
7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,6
8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,6
7.3,0.91,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,5
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6
7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,5
7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,6
6.8,0.26,0.26,2,0.019,23.5,72,0.99041,3.16,0.47,11.8,6
7.2,0.3,0.26,1.5,0.041,46,178,0.99154,3.19,0.56,11.3,6
7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,5
7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,7
7.2,0.31,0.26,7.3,0.05,37,157,0.99625,3.09,0.43,9,5
5.3,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6
7.8,0.46,0.26,1.9,0.088,23,53,0.9981,3.43,0.74,9.2,6
6.9,0.14,0.29,9.9,0.056,30,91,0.99512,3.19,0.33,9.9,6
6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9,5
9.8,0.16,0.46,1.8,0.046,23,130,0.99587,3.04,0.67,9.6,5
7.5,0.23,0.36,7,0.036,43,161,0.9938,3.04,0.32,11,5
7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,7
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,6
10.2,0.4,0.4,2.5,0.068,41,54,0.99754,3.38,0.86,10.5,6
8.9,0.22,0.48,1.8,0.077,29,60,0.9968,3.39,0.53,9.4,6
5.8,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,5
7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,6
12.9,0.5,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,6
7.5,0.24,0.31,13,0.049,46,217,0.9985,3.08,0.53,8.8,5
6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,6
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5
5.6,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1,4
8.8,0.61,0.3,2.8,0.088,17,46,0.9976,3.26,0.51,9.3,4
7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5
7,0.23,0.36,13,0.051,72,177,0.9972,3.16,0.49,9.8,5
6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6
7.9,1.04,0.05,2.2,0.084,13,29,0.9959,3.22,0.55,9.9,6
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
5.9,0.445,0.26,1.4,0.027,23,109,0.99148,3.3,0.36,10.5,6
9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,7
6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8,5
8.3,0.655,0.12,2.3,0.083,15,113,0.9966,3.17,0.66,9.8,5
8.5,0.16,0.33,1,0.076,17,57,0.9921,3.14,0.46,10.6,6
7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,7
5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,7
6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,6
7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5
7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,5
6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,6
6.7,0.54,0.28,5.4,0.06,21,105,0.9949,3.27,0.37,9,5
5.9,0.22,0.18,6.4,0.041,28,120,0.99403,3.27,0.5,9.9,5
7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,5
8.3,0.4,0.41,8.2,0.05,15,122,0.9979,3.39,0.49,9.3,5
7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5
7,0.2,0.34,2.1,0.049,12,136,0.9922,3.25,0.46,11.6,7
7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6
8.7,0.82,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,5
12.5,0.37,0.55,2.6,0.083,25,68,0.9995,3.15,0.82,10.4,6
6.2,0.3,0.33,3.5,0.037,37,155,0.98987,3.18,0.37,12.4,6
6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,6
9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6
9.3,0.32,0.57,2,0.074,27,65,0.9969,3.28,0.79,10.7,5
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6
9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5
5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7
7,0.12,0.19,4.9,0.055,27,127,0.9953,3.29,0.41,9.4,5
6.4,0.37,0.25,1.9,0.074,21,49,0.9974,3.57,0.62,9.8,6
7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,6
9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,6
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5
6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,5
8.7,0.69,0,3.2,0.084,13,33,0.9992,3.36,0.45,9.4,5
8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,8
7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5
7.3,0.29,0.3,13,0.043,46,238,0.9986,3.06,0.41,8.7,6
6.6,0.32,0.34,7.7,0.044,63,212,0.99526,3.22,0.48,9.7,6
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5
6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,5
6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1,6
5.8,0.25,0.28,11.1,0.056,45,175,0.99755,3.42,0.43,9.5,5
8.1,0.785,0.52,2,0.122,37,153,0.9969,3.21,0.69,9.3,5
7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10,8
7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3,5
7,0.31,0.39,7.5,0.055,42,218,0.99652,3.37,0.54,10.3,5
7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,6
7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7
7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,5
6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6
5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2,7
10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6
7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,5
7.5,0.58,0.03,4.1,0.08,27,46,0.99592,3.02,0.47,9.2,5
7.5,0.18,0.31,11.7,0.051,24,94,0.997,3.19,0.44,9.5,7
7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,5
7.3,0.3,0.22,6.4,0.056,44,168,0.9947,3.13,0.35,10.1,6
9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5
6.2,0.36,0.26,13.2,0.051,54,201,0.9976,3.25,0.46,9,5
6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6
6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,6
7.2,0.16,0.29,1,0.031,40,123,0.98958,3.12,0.4,12.1,7
7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,6
6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,5
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7
7.2,0.39,0.63,11,0.044,55,156,0.9974,3.09,0.44,8.7,6
6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,6
8,0.31,0.45,2.1,0.216,5,16,0.99358,3.15,0.81,12.5,7
7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,7
7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8,5
8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6
